Tweet ID,Text,Final Decision,Assigned To,Label_Lior,Reasons_Lior,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אוריכהן,Reasons_אוריכהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_כיתה,Reasons_כיתה,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
suljd4e6u,"""14 | #Ramadan1447 | REFLECTION: A PATH TO CERTAINTY AND FAITH | Shaykh Musa Jibril (  )
PDF: 
SRT:,","Salafi jihadi","אריאל כהן;אילון כהן","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","","","","","","","",""
mjcesb5tw,""" Alamdulillh, after years of work, my upcoming book OPERATION ARAB SPRING is finally near completion, inshAllh. Its one of the biggest and most important projects Ive ever worked on  A raw, unapologetic unveiling of the hidden hands, the real agendas, and the brutal truths buried beneath the bloodshed of the so-called spontaneous Arab ""revolutions"" that shattered the Muslim world. 

Between rejections and silence from multiple publishing houses in the US to publish my book due to ots content and certain words used, it became clear that i wont be able to have it published here, therefore Ill be self-publishing it overseas  because the truth will be told, with or without their approval, and inshAllh to be released at the upcoming Cairo International Book Fair 2026.

This is more than just a book. It's a thoroughly documented expos. No wild theories, no fantasies  only hard truths and insidious documented plots and betrayals that many would rather keep buried.

I know that publishing this book will bring me trouble, but inshAllh, I will still go forward with it. May Allah make it easy, grant me steadfastness, and bless me with a hijrah soon to the lands of Islam.

Afterward inshAllh I'll focus on completing the Khawrij encyclopedia by Allah's permission.

-Ab Islm al-Salaf al-Mir

 #OperationArabSpring #DivideAndConquer #Arabspring #History #SelfPublishing #Banned #Bannedbooks #Conspiracy"",","Irrelevant","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Irrelevant","","",""
agt0w8rw8,"""The Mawlid is an innovation,","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","",""
byyow1kgs,"#dua #fyp #quran #clickdeen360  via @YouTube,","Irrelevant","הודיה עופרי;אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
rwaqr9fnc,"Allah Does Not Forgive Shirk (Associating Partners with Allah)  |ClickDE...  via @YouTube,","Salafi taklidi","אילון כהן;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","Salafi taklidi","","","","","","","","",""
lnvlssql0,"Shirk Is a Great Wrong  |ClickDEEN360  via @YouTube,","Salafi taklidi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","Irrelevant","","",""
ed0g1mpwg,"The Prophet  said:

""The month of Ramadan has come, a blessed month which Allah has obligated you to fast. The gates of paradise are open, the gates of Hellfire are closed, the devils are chained, and in it is a night that is better than a thousand months.""

-Al-Musnad 7148.,","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Irrelevant","","","","",""
gwdfsyqsu,"""""CENTCOM Update

TAMPA, Fla.  Last night, a U.S. service member passed away from injuries received during the Iranian regimes initial attacks across the Middle East. The service member was seriously wounded at the scene of an attack on U.S. troops in the Kingdom of Saudi Arabia on March 1.

This is the seventh service member killed in action during Operation Epic Fury. Major combat operations continue. The identity of the fallen warrior will be withheld until 24 hours after next of kin notification.""
""
--------------

What was a US soldier doing in Saudi Arabia..,","Irrelevant","אריאל כהן;אילון כהן","","","","","","","","","","","","","Irrelevant","","Irrelevant","","","","","","","","","","","","","","","","",""
wxsnqavks,""" [Playlist] Two Raman Reminders Added.  

Shaykh @AbuKhadeejahSP: The Manhaj of Ahl al-adth in Correcting Errors & Mistakes. 

 Shaykh @AbuIdrees: Supporting & Aiding the Masjid & Markiz - Charity in Raman.    

 Raman 1447 | 2026: @MasjidSalafi & @AstonMasjid,","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","",""
5dmrvvea0,"#daroodsharif #darood #daroodshareef #clickdeen360 #clickdeen #clickhadith  via @YouTube,","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","",""
8z0yzaw3p,"""Tony Blair is a war criminal.

He played a key role in illegally drowning Iraq in blood and chaos.

That the ruins of Gaza should be ruled by bloodstained Western colonial masters is a historic disgrace."",81.0","Irrelevant","הודיה עופרי;אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
20900nmzr,"It is Ramadan, and this vile deceiver will not stop lying and misleading others during this blessed month,","Irrelevant","אילון כהן;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","","","","","Irrelevant","","","","","","","","",""
ulw313uqb,"""May Allah reward our brothers who keep the House of Allah clean and tidy. A righteous act with no fame or notoriety attached. May Allah accept it from them and reward the one who wrote this kind message.,","Irrelevant","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Irrelevant","","",""
c5gu5n18f,"#islamicreminder , #quran #clickdeen360  via @YouTube,","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Irrelevant","","","","",""
ogzl3rtc9,"""JUST IN: SCOTT RITTER SAYS NETANYAHU BROTHER DEAD AND BEN GVIR INJURED

Last night the Iranians strike the home of Benjamin Netanyahu - they killed his Brother

They struck the home of Ben-Gvir - he seriously injured he may not survive - the BBC said he was in a car accident,","Irrelevant","אריאל כהן;אילון כהן","","","","","","","","","","","","","Irrelevant","","Irrelevant","","","","","","","","","","","","","","","","",""
vqr7qg5ml,"May Allah protect our countries, the Muslims, the weak, the oppressed, the innocent and deal with the wicked oppressors,","Irrelevant","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","",""
lc32ejcd2,"""Allah does not let down a hand that was raised to Him.,65.0","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","",""
t2zo7isdd,"""@shababalhanbali Loool, how low will you guys go?

Imam Bukhari literally wrote a whole book on refutation against those who have similar beliefs as the ashaira.

Also in his Sahih he brings some of the salafs statements about the istiwa of Allah, clearly affirming it on its apparent meaning,5.0","Salafi taklidi","הודיה עופרי;אריאל כהן","","","","","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","Salafi taklidi","","","","","","","","","","","","",""
fsogigjk2,"One last AN/TPY-2 Radar in the region. 

Morale highest than ever...,","Irrelevant","אילון כהן;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","","","","","Irrelevant","","","","","","","","",""
3di23zay0,"The destruction of a US Navy geodesic radome by an IRCG ""SHAHED-136"" UAV in the NSA of the 5th fleet, Bahrain.

 Coordinates:
26.20703056, 50.60979722,","Irrelevant","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Irrelevant","","",""
hm82b49th,"""No matter what happens in the world, dont let it stop you from increasing your acts of worship during this blessed Ramadan"",","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Irrelevant","","","","",""
5bki9uvw7,"""SNEAKO goes OFF on PBD interrupting Terrence Howard opening up about having int*rcourse at 4 yrs old, asking if the females were Muslim 

""They weren't even Muslim dumb id*ot! Terrence Howard is revealing his childhood trauma and PBD is using this as an opportunity to push anti-MusIim propaganda. You see this coordinated effort?"""",","Irrelevant","אריאל כהן;אילון כהן","","","","","","","","","","","","","Irrelevant","","Irrelevant","","","","","","","","","","","","","","","","",""
9ble9xcl3,"Loving Others Like Allah Is Shirk |ClickDEEN360  via @YouTube,","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Irrelevant","","",""
4zjau8sos,"""""#Taliban spokesman Zabihullah Mujahid to Radio Tehran: We hope the war between US and #Iran does not occur. However, if such a conflict happens, Iran will emerge victorious and #Afghans will cooperate with Iranian people to fullest extent of our capabilities. 
""
--------------

The Taliban and their Rafidha brothers Mushriks in one camp.  Ya Allah destroy them like you destroyed the people of Madyan,","Salafi jihadi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Salafi jihadi","ז. אחר","","","",""
yuovk9ljg,"None Worthy of Worship Except Allah |ClickDEEN360  via @YouTube,","Irrelevant","הודיה עופרי;אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
7nezx4mb0,"""Exciting Announcement for Manchester!

Were delighted to announce the opening of our new location in Manchester. Visit us for an extensive selection of Authentic English Literature and Prophetic Medicine.

The Salafi Bookstore & Islamic Centre Manchester

Address: 100 Claremont Road, Moss Side, Manchester, M14 4RR
Tel: 01612220850
Email: manchester@salafibookstore.com"",","Salafi taklidi","אילון כהן;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","Salafi taklidi","","","","","","","","",""
h3xql34ub,"""Shaykh Ahmad Musa Jibril warns against those who misuse statements of scholars to make mass Takfir.

Note: This is NOT in reference to falling into clear kufr like Shirk without valid Ikrah (coercion).,","Salafi jihadi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","",""
jkvwanad7,"""Iran vs United States,","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Irrelevant","","","","",""
i4teq7sjs,"""We visited Dallori Balla, a remote village in Swabi where landslides caused by the floods killed 37 villagers, including 13 members of one household
We found a young boy there that constantly sits on the rubble of his house where all of his family perished, may Allh bless him

PayPal  

DonorBox,","Irrelevant","אריאל כהן;אילון כהן","","","","","","","","","","","","","Irrelevant","","Irrelevant","","","","","","","","","","","","","","","","",""
